real_delivery_time,linear_preds,decisionTree_preds,RandonForest_preds,NN_preds
67.68426395,71.11449099563563,68.97993132267757,68.75360074983338,64.13961029052734
57.060631833333304,79.24367767712737,58.66745183333334,61.737691693166596,65.28108978271484
52.06774195,70.5915327127482,62.19005015073099,45.47113925066668,61.85932159423828
140.724821933333,136.15982300407552,131.04857635749994,139.98959214616627,151.08868408203125
45.5357369,53.608006286123725,48.12540963220339,55.69879642300002,50.28356170654297
121.394073383333,117.36246803139065,103.14891545980399,116.41591146033323,116.50747680664062
72.44642875,65.16474687898503,51.77402282333335,57.78678512516667,63.0699462890625
30.524747016666698,45.31556531200329,48.12540963220339,44.81941817466674,37.0842170715332
27.8110073166667,57.28117076482542,47.161925488451445,35.257565704666696,40.458892822265625
101.367247983333,133.80838760368067,107.70221172499994,108.17435626083312,99.03052520751953
92.12977733333331,110.7566186107855,103.14891545980399,118.32697956483327,94.68952178955078
98.66230490000001,94.23517708601473,91.5534417151986,96.71237050900007,94.64483642578125
114.14053935,98.58868736265933,113.2074129166665,100.6075186308334,104.08795166015625
101.638217833333,84.54618422496017,77.95083597088355,91.91662422466656,82.33184814453125
122.23921008333299,136.17537642957126,129.30142030925927,123.34340617966654,123.78297424316406
70.72322425,55.0558825907621,47.161925488451445,53.51665478433335,51.457740783691406
160.9951476,71.05894512183116,68.97993132267757,85.92851703349997,66.62044525146484
137.647577433333,92.19528150166202,77.15632251770455,96.31440335649997,109.6782455444336
71.53419353333331,81.38635518085286,77.15632251770455,72.86108603050003,81.6912612915039
48.7642270333333,59.51857639605145,65.31120831903822,56.040737189833365,55.1260871887207
51.0818447833333,75.66373895440867,74.74698649859431,62.59004905933339,82.65376281738281
38.0504800833333,70.38181925136571,49.28562213287672,47.745204919833256,65.59254455566406
219.12947795,93.03691537303907,219.12947795,165.46843354766676,149.25901794433594
51.23769025,67.62091515014077,58.66745183333334,57.1170023575,64.13465118408203
135.986036766667,102.945345811319,132.2297025319445,126.62737686666705,127.05323791503906
165.259572516667,144.1365238314684,124.83850613359377,138.3255914753334,133.64292907714844
80.80222993333331,80.2148675743025,86.83249439957267,88.83114031983334,82.77725982666016
34.7075699166667,58.55523538465407,33.95076283333334,44.528022668833394,69.42040252685547
37.30176755,65.66328463243944,65.31120831903822,45.87476171183334,59.84443664550781
93.0977842,73.60097723653986,77.15632251770455,92.55427136833339,81.86771392822266
84.594476,66.45441101968069,77.15632251770455,56.76950213599994,67.52239990234375
161.731987083333,103.72078541983264,116.81524270760869,144.10572971666625,123.11719512939453
80.56502866666669,97.05376866009414,77.95083597088355,77.50841419633343,81.56021881103516
110.9476861,89.65470060618728,91.5534417151986,96.88262069716667,92.6737060546875
68.59701975,65.90964528209688,66.4814449005291,68.77077732800005,62.12605285644531
91.1011845,80.44123174860759,66.4814449005291,80.30476700166668,75.98594665527344
112.90155033333299,120.13922963899228,116.39207854487171,105.7338152931665,100.58554077148438
105.981657916667,73.71300316181924,72.28248199330483,91.16865626400023,78.87925720214844
88.2452986833333,62.64963212685685,85.51357310348837,88.0351877626667,83.48484802246094
146.149627433333,99.61997234139511,91.5534417151986,132.88564521583316,105.70375061035156
162.54501631666702,95.05478675419342,77.95083597088355,137.64863058566715,84.54827117919922
77.2241403333333,56.132288525594035,47.017849788888874,59.55598595350003,61.066246032714844
